Date,Review
26 de fevereiro de 2022,"Lugar Maravilhoso, pretendo voltar mais vezes com meus amigos, atendimento muito bom e a comida sem palavras"
26 de fevereiro de 2022,"Todo ano amo comemorar meu aniversário aqui, ambiente com funcionários maravilhosos e simpáticos 
. simplesmente amo o lugar."
26 de fevereiro de 2022,"Muito bom recomendo, atendimento top !!! E muito divertido, bom lugar para ir na barra da tijuca...."
25 de fevereiro de 2022,"O Guacamole é uma experiência mexicana em Floripa! Restaurante super animado e muito bem decorado, comida e bebida tradicional mexicana e tudo isso ao som de Mariachis!! Obrigatório quando visitar a ilha."
20 de fevereiro de 2022,"Melhor comida, decoração, ambiente, música e bebidas. Parabéns aos profissionais. Restaurante Autêntico. Me senti no México"
17 de fevereiro de 2022,"Lugar muito agradável, decoração linda, ótimo para sair com amigos e família; happy hour de drinks e balde de cerveja de segunda a quinta até às 20h, e domingo eles abrem as 16h, com o happy hour até às 19h."
17 de fevereiro de 2022,"Otimo ambiente ,atendimento maravilhoso,recomendo muito o melhor da olegario maciel...
  Otima GASTRONOMIA"
17 de fevereiro de 2022,"Vim comemorar o aniversário da minha amiga aqui e fiquei simplesmente encantada, não é a minha primeira vez mas toda vez que venho aqui é sempre uma alegria só. Atendes muito atenciosos e solícitos os Mariacris é sem dúvida um show a parte. Amo demais...Mais"
17 de fevereiro de 2022,"Fui com um grupo de amigos e foi surreal, era aniversário de um do grupo os cantores junto aos funcionários cantaram parabéns e foi bem animado!"
17 de fevereiro de 2022,"Restaurante com ótimo atendimento, e comida maravilhosa, lugar incrível com decoração impecável! Ótimo para comemorar aniversário!"
13 de fevereiro de 2022,"A comida estava boa mas demorou hooras a chegar, fiquei chateado de esperar tanto, assim como a conta, garçons muito gentis!"
12 de fevereiro de 2022,"Lugar sensacional, comida deliciosa ecom um atendimento de primeira...todos os garçons são extremamente atenciosos e solícitos, e os mariatis são um espetáculo a parte."
12 de fevereiro de 2022,"Experiência muito interessante, comida boa, decoração incrível e música animada. Voltaremos com certeza outras vezes"
12 de fevereiro de 2022,"Ambiente temático, atendimento sensacional, todos são muito simpáticos. E a comida, só experienciando para descobrir o quão incrível é! Com certeza voltaremos mais vezes."
11 de fevereiro de 2022,"Eu e meu esposo viemos para conhecer o espaço pela primeira vez, e ficamos encantados. A comida maravilhosa, sem ter nada pra colocar defeito, música boa e o atendimento além de ser muito bom foi também muito rápido."
11 de fevereiro de 2022,"Lugar diferentes, comida boa, bons drinks custo benefício top! Vim com minhas amigas e curti muito.
Achei o custo benefício bem bom e o restaurante todo mexicano! Super legal!"
11 de fevereiro de 2022,"Ambiente ok , comida maravilhosa, musicos sao otimos atendimento 100% !!  Decoração espetacular. Venham!"
11 de fevereiro de 2022,"O lugar é incrível e a comida excepcional.

O único ponto de melhoria é reduzir os dados pedidos na entrada e não cobrar o limão espremido."
10 de fevereiro de 2022,"Ambiente super agradável, música e comida maravilhosa. 
Atendimento excelente, super atenciosos e educados."
10 de fevereiro de 2022,"Tudo ótimo! Comida excelente, ambiente muito agradável. Em especial ao atendimento do Alisson, melhor atendente ever!"
10 de fevereiro de 2022,"Fui com minha família comemorar o aniversário, tudo perfeito, comida deliciosa, os mariates muito legal, decoração perfeita para tirar fotos atendentes super legais, amei !"
7 de fevereiro de 2022,"Comida muito boa, ambiente bacana e bem animado. Atendimento no tablet bem atrativo e música boa. 2022"
7 de fevereiro de 2022,"A decoração é linda, as coisas são bem gostosas. A guacamole que acompanhava as entradas estava incrível. Os drinks são bons também. Os mariachis cantam e tocam muito bem, trazem vida ao restaurante, mas quando eles tocam atrás de vc é um pouco alto demais."
7 de fevereiro de 2022,"Local legal, entrega de comida bem rápida, couver artístico bom, bastante variedades de comida, preços mais acima"
7 de fevereiro de 2022,"Muito bem atendido, com uma entrega de comida rápida, e bom cover artístico,  entregando boa diversidade de comidas!"
7 de fevereiro de 2022,"Muito bom! Adoro ir no guacamole barra!! Diversão garantida, além de comidas deliciosas!! Recomendo muito!! 😉"
7 de fevereiro de 2022,"Recomendo muito. Comida boa. Ambiente temático, agradável e super animado. Iria outras vezes sem dúvidas! Vale a pena a visita"
6 de fevereiro de 2022,"O ambiente é animado, bem família e o atendimento é excelente. Tem pratos que servem aos que amam pimenta e aos que nem tanto. Ganhamos vários brindes pro aniversariante. Amei."
5 de fevereiro de 2022,"Porções bem servidas e
Saborosas. Preço justo. Local bem decorado e agradável. Tocam música em todas as mesas, bem divertido. Cardápio digital, facilita bastante. Vale a pena conhecer."
4 de fevereiro de 2022,"Atendentes super atenciosas. 
Cardápio para @s froux@s com pimenta, como eu,rs
Ambiente animado. 
Ótimos músicos."
4 de fevereiro de 2022,Excelente. Música Mexicana ao vivo.  Gostei muito. Aniversariante tem direito à uma garrafa de vinho ou R$100 desconto. Comida tradicional muito boa.
2 de fevereiro de 2022,"Maravilhoso, ambiente agradável, atendentes atenciosos e prestativos, comida boa de mais. Preço justo. Parabéns a toda a equipe."
29 de janeiro de 2022,"Boa comida, atendimento rápido e cordial e música divertida! Já fomos muitas vezes e amamos! 👏🏼😊🌮"
29 de janeiro de 2022,"Muito bom, atendimento maravilhoso e comida muito boa. 
Sem contar os mariachis, sem dúvida voltarei."
29 de janeiro de 2022,"Guacamole nunca decepciona! Além da Barra, já estive nas unidades do Jardim Botânico e Balneário Camboriú e todas são incríveis! Atendimento 10, boa música, mariachis divertidíssimos e energia incrível!
O preço é mediano. Mas de vez em quando, vale a pena!
Única sugestão que tenho...Mais"
29 de janeiro de 2022,"Muito gostoso ! Excelente atendimento , estava entre amigos de Florianópolis, faltou apenas informação na hora do pedido, mas tá tudo certo"
27 de janeiro de 2022,"Ótimo atendimento. Comida muito saborosa, bem temperada. Ambiente divertido. Voltaremos mais vezes com certeza"
27 de janeiro de 2022,Restaurante com decoração agradável e ótima refeição. Muito boa para confraternizar em família. Recomendo.
27 de janeiro de 2022,"Comida de ótima qualidade, e boa apresentação dos pratos. Atendentes simpáticos e boa agilidade no serviço."
25 de janeiro de 2022,"Restaurante perfeito!! O que mais me chamou atenção foi a rapidez no atendimento, mesmo com o restaurante cheio. A comida muito boa, tem opções para quem não gosta de muito apimentado. Além disso, o restaurante é muito bem decorado, dá para tirar muitas fotos."
24 de janeiro de 2022,"A comida estava excelente, e o atendimento melhor ainda!! Agradecer tb ao Leo pelo ótimo atendimento."
21 de janeiro de 2022,Comemoramos o aniversário da minha tia no guacamole e o atendimento foi maravilhoso!! Fomos muito bem atendidos. Voltarei com ctz
15 de janeiro de 2022,"Foi com minha esposa ao restaurante, fomos surpreendidos pelo belo atendimento e comida extremamente saborosa. Lugar badalado mas que não se deixa prejudicar por sempre estar cheio."
15 de janeiro de 2022,"Lugar muito ornamentado, carregado de cultura mexicana. Apresentação Mariachi entre as mesas dando um tom mais animado e empolgante. Comida muito saborosa, preço justo e sistema de tablets nas mesas para fazer pedidos."
3 de janeiro de 2022,"Sem sombra de dúvida, este foi o melhor restaurante mexicano que já comi na vida! E você é fã de comida mexicana, não pode perder! O espaço é um charme! Mas como tem música um pouco alta, recomendo sentar do lado de fora. A comida...Mais"
18 de dezembro de 2021,Lugar maravilhoso para degustar cardápio mexicanos e deliciosos drinks com o diferencial de um excelente atendimento de todos os colaboradores do local. Eu simplesmente amo!
13 de dezembro de 2021,"Simplesmente apaixonada, de longe foi a melhor comida mexicana e melhor experiência em um restaurante mexicano! Saindo satisfeita  por ter conhecido um lugar que vale a pena! 🥰"
9 de dezembro de 2021,"Lugar ótimo, bem tematizado, o ambiente e decoração são lindos! Mas o destaque são as opções do cardápio, comida saborosa e preço justo!"
30 de novembro de 2021,"O restaurante é super bem localizado, além de ter uma equipe de atendimento fantástica, super educados e solícitos. Fomos atendidos pelo Alysson, que além de dar sugestões sobre o que comer, é muito cortês, sempre questionando se estávamos bem acomodados e gostando da experiência."
20 de novembro de 2021,A comida e o atendimento são bons. Os valores dos drinks estavam bem acessiveis no happy hour. E o diferencial eh o ambiente temático.
6 de outubro de 2021,Excelente ambiente e atendimento. A comida é ótima!! A Maria e a Cris e todos atendentes são  demais!
3 de outubro de 2021,"Restaurante temático com uma energia incrível!
Caprichosamente decorado, cardápio variado, comida deliciosa e chopp geladíssimo! 
Adorei os Mariachis passando entre as mesas e a opção de fazer o pedido através de tablets."
1 de outubro de 2021,"Lugar sensacional,  muito bem decorado e animado. Ótimos drinks e atendimento excelente... primeira vez que fui e voltarei com certa"
1 de outubro de 2021,Adoro Guacamole!! Excelente. Mariachis cantaram Maluma pra nós. Foi maravilhoso. Sou fã do restaurante.
1 de outubro de 2021,"Tudo excelente! Comida boa, atendimento, música, diversão. Tudo em um único lugar. Vale a pena conhecer."
1 de outubro de 2021,"Excelente, adoramos o show e a dedicatória para a aniversariante. Cerveja gelada e atendimento ótimo"
1 de outubro de 2021,"Não sei porque está entre os melhores na categoria. Localização boa. Couvert de mariachis a 12 reais. Música meio cansativa. Bom atendimento. Comida estava ok, não notei nada excelente. E eu realmente gosto muito da culinária mexicana. Parece mais um bar de petiscos que um...Mais"
22 de setembro de 2021,"Atendimento e comidas excelentes.
Segundo aniversário que decidi comemorar no estabelecimento e estou super satisfeito."
21 de setembro de 2021,"Lugar incrível, com decorações bem colorida e alegre, venho sempre aqui.. comida muito saborosa, tem rodízio na segunda e terça, happy hour todos os dias, Mariachi, músicas latina,recomendo sempre."
20 de setembro de 2021,"Fomos comemorar os 30 anos da minha amiga e foi tudo perfeito! Maria ótima, atenciosa e nos auxiliou em tudo"
20 de setembro de 2021,"Fui ao restaurante e tive uma ótima experiência, tudo estava uma delícia. Os tacos e quesadilha são excepcionais!! A atendente Maria é muito simpática e fez a experiência no restaurante se tornar mais agradável ainda!!"
20 de setembro de 2021,"Uma delícia e um preço justo!!!!
Recomendo muito o local e comidas
Muito bom
Venham aqui
Na segunda ainda tem rodízio"
19 de setembro de 2021,"Recomendo para todo tipo de visita, amigos, romântico, família e datas comemorativas . Recomando demais."
18 de setembro de 2021,"Comida excelente, atendente Maria muito atenciosas e prestativa! Instalações do local muito boas, tudo muito prático!"
17 de setembro de 2021,"Melhor experiência mexicana que já conheci em minha,atendimento impecável,funcionários super atencioso, cardápio completo com drinks que é um show a parte, vale muito a pena conhecer!"
16 de setembro de 2021,"Muito bom. Valeu a visita . Preço justo . Cantores imperdível , vale o couvert. Atendimento e ambiente adequados a proposta do lugar ."
16 de setembro de 2021,Ambiente aconchegante e comida gostosa. Happy hour com promoções que valem a pena. Local chato para estacionar. Sistema de pedidos legal e demais.
16 de setembro de 2021,"Visitei o guacamole com meus amigos para comemorar um aniversário, a culinária é ótima, tudo muito gostoso e o ambiente é incrível!!
Os marchiaris fizeram a noite e o atendimento nota 10.
Recomendo para todo tipo de visita, é a melhor culinária mexicana do Rio!!!"
16 de setembro de 2021,Ambiente maravilhoso atendimento excelente aconchegante bom demais em família com amigos diversão e muita animação as tarde de sábado e domingo DJ Bianca Duarte com som maravilhoso e também tem os mariatios
16 de setembro de 2021,"Ótimo lugar, bem aconchegante e divertido a culinária é excepcional eu indico experimentar o taco  Yucatan de frango é uma delícia !"
8 de setembro de 2021,"Comida excelente, atendimento impecável, ambiente incrível e com uma linda decoração. Melhor comida mexicana!! Indico de olhos fechados!"
5 de setembro de 2021,"Excelente vibe, atendimento preciso e cortês,  principalmente o Maciel, há tempos não tinha um atendimento tão bom. Sucesso à Casa!"
3 de setembro de 2021,"A Decoração é apaixonante, os pratos e drinks são maravilhosos.

Voltei e sempre que estivermos no Rio, iremos lá.

Super Recomendo!!!"
3 de setembro de 2021,"Sem dúvida o melhor restaurante mexicano  do Brasil , além da excelente comida , ambiente super bem frequentado pela nata da sociedade carioca , tem os Mariachis e o tequileiro para animar a noite  , vc tem que conhecer !!!"
3 de setembro de 2021,"Restaurante maravilhoso, comida ótima, ambiente super bem frenquentado, se você  estiver no Rio não perca a chace de conhecer"
3 de setembro de 2021,"Ótimo atendimento!
Comida muito boa!!!
Decoracao impecável…Gostamos de tudo!
Podem ir com certeza…
Aprovado!!!!!!"
3 de setembro de 2021,"Local agradável e ótima comida.  Bom atendimento.  Recomendo.  Atendimento ótimo.  
Estivemos no local para comemorar um aniversário."
3 de setembro de 2021,"Atendimento muito bom, comida de qualidade e o lugar é muito agradável. Vale a pena o happy hour!  Fomos com amigos para um aniversário"
2 de setembro de 2021,Otimo lugar. Nunca fui tao bem atendida em um.local. otima variedade de comidas e drinks. Muito show.
2 de setembro de 2021,"Lugar incrível, ambiente muito agradável e comidas perfeitas! Um local propicio para comemoração e ocasiões especiais"
2 de setembro de 2021,"Lugar maravilhoso, fui pra um aniversário e não me arrependo! Lugar super família, ambiente lindo e muito bem projetado"
2 de setembro de 2021,"Lugar muito bom, ambiente Incrível e super aconchegante. Perfeito pra comemorar aniversários e ocasiões especiais"
2 de setembro de 2021,"Comida ótima, ambiente perfeito para comemorações , muito aconchegante e clima incrível. Recomendo a todos"
30 de agosto de 2021,"Em julho estive no restaurante com uma amiga e não tive uma experiência muito agradável, até o gerente Rafael me convidar para uma nova visita e tirar a má impressão do local , e eu estive lá em agosto, e fiquei muito surpresa e feliz,...Mais"
27 de agosto de 2021,"O lugar é muito bonito, a energia é maravilhosa, a animação é top demais, comida mexicana raiz. Zero defeitos! AMEI!!!"
15 de agosto de 2021,"Tudo no lugar é produzido para trazer uma experiência completa. Desde a gastronomia mexicana passando pela decoração também 100% inspirada no México, nos drinks autorais e temáticos até os divertidíssimos mariachis. A combinação traz uma noite perfeita quando se está em ótima companhia."
9 de agosto de 2021,"O atendimento foi muito bom, assim como a comida que estava bem temperada, o ambiente é bastante agradável também."
9 de agosto de 2021,"Comida muito boa e ambiente ótimo. Atendimento muito bom e decoração linda. Os drinks e os pratos possuem uma apresentação linda bem apetitosa, pratos bem servidos e preço em conta. Venho sempre e adoro os mariachis."
9 de agosto de 2021,muito bom delicioso aroma perfeito atendimento muito bacana os funcionários foram bem atenciosos gostei bastante
9 de agosto de 2021,"Muito bom, comida muito boa e atendentes muito educados e competentes. Recomendo esse restaurante para todos."
8 de agosto de 2021,"Muito bom o atendimento, Comidas perfeitas e um ótimo ambiente. Pela experiência vale cada centavo gasto 🤤"
7 de agosto de 2021,"Primeira vez visitando o local. Ambiente incrível para fotos, comida muito saborosa e preço justo. Amei os drinks também! Com certeza voltarei, estão de parabéns."
7 de agosto de 2021,"Muito bom!!!
Pedidos vieram muito rapidamente!!!
Tudo gostoso. Happy hour perfeito. Guacamole com pimenta no ponto!"
7 de agosto de 2021,"Amo lindo ambiente e chaves e chiquinha amooo comida mexicana, drinks deliciosos e saborosos, so falta parar de pedir o cadastri pra entrar"
6 de agosto de 2021,10\10 tudo de maravilhoso! Happy hours vale muito a pena. Comida muito gostosa e ambiente muito divertido e gostoso de se estar!
6 de agosto de 2021,"Lugar maravilhoso para qualquer ocasiao! Drinks e comidas maravilhosas! Sempre que queremos comemorar, o lugar e aqui!"
6 de agosto de 2021,Foi incrível! Melhor restaurante do Rio de Janeiro pra se divertir e comer as comidas mais deliciosas!
6 de agosto de 2021,"Além da comida maravilhosa, a decoração, os mariachis passando nas mesas a noite, muito animado, as crianças também adoram. Vale a visita. A atendente Maria super simpática, está de parabéns"
30 de julho de 2021,"Ótima experiência, lugar muito bacana para curtir um happy hour com amigos. Inclusive tem alguns dias e por determinado horário que é oferecido dose dupla."
28 de julho de 2021,"Atendimento ímpar. Comida excelente,  cerveja geladíssima e preço justo. O ambiente é um show à parte! A Maria tornou tudo mais acolhedor.  Parabéns!"
27 de julho de 2021,"Eu alycia araújo amei o restaurante, irei indicar o mesmo aos meus amigos e à minha família inteira."
27 de julho de 2021,"Gostei muito do restaurante , otimo atendimento alem de claro a comida espetacular e o clima bem agradavel"
27 de julho de 2021,"eu thiago, considero o local muito apropriado para um jantar romântico. Clima agradavel, sentimento mexicano, e cozinha boa"
27 de julho de 2021,Eu Diogo me sinto no México estando em tal estabelecimento! Acho as comidas os drinks muito gostosos
27 de julho de 2021,"Restaurante de ótima qualidade, as comidas e as bebias são excelentes, super saborosas e p atendimento impecável!"
27 de julho de 2021,"amo aqui, atendimento perfeito! vou voltar sempre, comida ótima! todas as comidas que pedi aqui são excelente e as bebidas também"
27 de julho de 2021,"Atendimento impecável, garçons muito educados e simpáticos. Alem disso, a comida e bebida estava uma delícia."
27 de julho de 2021,"Excelente restaurante ! Maria nos atendeu com muita cautela . Voltaremos com toda certeza, foi uma ótima diversão ."
27 de julho de 2021,"Ambiente agradável, comida excelente  e muito bom atendimento a preço justo. Boas opções veganas e vegetarianas também."
23 de julho de 2021,"Perfeito para uma noite em amigos, pessoal super gente boa e ambiente incrivelmente animado! Comidas e drinks deliciosos ainda por cima"
18 de julho de 2021,"restaurante extremamente espetacular de bom, comida muito boa e o atendimento muito educado dos funcionários"
18 de julho de 2021,local muito agradável e acessível a todas as idades com uma grande variedade de comidas e bebidas. super indico
18 de julho de 2021,Ótimo atendimento. Maria excelente profissional. O lugar é super aconchegante e a comida maravilhosa
18 de julho de 2021,"amei o ambiente, comida é uma delicia. cantores super simpaticos, vou indicar para os amigos com certeza"
18 de julho de 2021,"Adorei o espaço, muito aconchegante e perfeito para comemorar aniversários! Funcionários super educados, o atendimento é excelente!"
18 de julho de 2021,"Comida boa, atendimento rápido, música animada , ambiente legal, drinks bonitos e gostosos e decoração super adequada ao clima do local"
18 de julho de 2021,"Muito bom local, comida excelente, muito boa a musica, ótimo ambientemo, atendente muito educadaaaaa"
17 de julho de 2021,Ambiente animado e funcionários carismáticos. Fora a comida que é excelente. Tudo agradável. Estão de parabéns.
17 de julho de 2021,"Ambiente muito bom, comida excelente e preço justo. É um ótimo lugar para comemorar com amigos e curtir muito :)"
13 de julho de 2021,Obrigada a toda a equipe fizemos brincadeiras e os garçons super adoráveis comida super boa vale a pena cada segundo
13 de julho de 2021,Comemorei o aniversário da minha filha e AMEI O AMNIENTE!! As pessoas super bem atenciosos. Comida muito boa e com certeza voltarei 🙂
13 de julho de 2021,"Fomos muito bem recebido,amei com certeza voltarei
Comida boa
Ótima sobremesa 
Lugar familiar   ♡♡♡♡♡♡♡"
13 de julho de 2021,"Atendimento excelente da Maria 
Amei o ambiente , músicas ótimas 
Super indico vou voltar com certeza!"
13 de julho de 2021,"Fui comemorar o aniversário da minha irmã e simplesmente AMEI o local! Atendimento nota 10, comida excelente. Muito muito top"
13 de julho de 2021,"Aniversário do meu filho e foi uma experiência bacana!!
Um lugar para comemorações, onde todos se divertem!!!!!!!!!!!"
13 de julho de 2021,"Sensacional o atendimento 
Comida deliciosa e apimentada 
Bebida super gelada 
Atendimento nota 10
Super recomendo para eventos de amigos e família"
13 de julho de 2021,"Rodízio ótimo. Atendimento muito eficaz. Empatia dos funcionários, cerveja gelada, custo beneficio execelente"
13 de julho de 2021,"ótimo rodízio, comida quente, ambiente agradável! Muito bom recomendo para amigos sempre!! Atendimento ótimo"
12 de julho de 2021,"Vamos no Guacamole da Batra desde a inauguração, o ambiente, atendimento e comida são excelentes. Mas dessa vez o atendimento da atendente Maria, nos impressionou e chamou nossa atenção! A Maria faz de tudo para o cliente ter uma excelente experiência aqui no Guacamole.
Parabéns...Mais"
12 de julho de 2021,"Ambientação muito boa, comida sensacional e atendimento incrível, adorei! Vou voltar com certeza absoluta na próxima oportunidade. O rodízio é uma forma muito boa de conhecer o cardápio, tem muitas opções e dá pra comer muuuuuito!!! 

O Alisson e a Maria ajudaram muito e foram...Mais"
12 de julho de 2021,"Restaurante muito bonito, garçons simpáticos, em especial a funcionaria Maria. Voltaria outras vezes. Nota 10!!!"
12 de julho de 2021,"O rodízio deles é incrivel! Muita variedade nas entradas, com nachos e tacos e várias quesadillas!!!

O atendimento também é de primeira qualidade"
7 de julho de 2021,"Ambiente descontraído, atendimento excelente, mariachis muito legais , super indico , comida maravilhosa."
1 de julho de 2021,"Eu já conhecia o restaurante e sempre gostei quando fui. Dessa vez fui no meu aniversário e estava tudo ótimo! A comida é delícia, preço bom e equipe atenciosa! Os banheiros super limpinhos. Como era no meio da semana, não tinha aglomeração."
4 de junho de 2021,"Ambiente animado com a presença dos mariachis, decoração bem colorida e garçons caracterizados de chaves! Ótimo pra comemorar aniversários ."
4 de junho de 2021,"Muito bom! Lugar ótimo, alto astral, beleza única. Espero voltar o mais breve possível e resenhar novamente!!!"
8 de maio de 2021,"Comida muito boa, e ambiente agradável. Mas para minha surpresa, nenhum dos drinks que pedi nem a quesadilla tiveram o valor de happy hour, embora pedidos dentro do horário. A funcionária do caixa disse que realmente houve erro, mas ao chamar outra funcionária para retificar...Mais"
7 de abril de 2021,"Lugarzinho maravilhoso, ótimo atendimento, bebida geladinha, comida ao ponto, melhor lugar pra curtir com amigos"
10 de março de 2021,"Melhor refeição da viagem (unanimidade), os pratos eram fartos e muito saborosos. O ambiente explora o tema com bom gosto e atendentes no mesmo nível do local."
27 de fevereiro de 2021,"Melhor mexicano do rio, atendimento excelente,preço justo ,ambiente descontraído, ótimo  lugar para comemorar com amigos e familiares.tudo perfeito.vale super a pena conhecer ."
26 de fevereiro de 2021,"Espaço muito bom com som animado, atendimento bom, comida gostosa e bebidas muito bem feitas. 😀😁😆😃"
21 de fevereiro de 2021,"Lugar agradável, decoração incrível, comida maravilhosa e atendimento excelente! É ótimo saber que temos um lugar assim para compartilharmos bons momentos com que gostamos!"
14 de fevereiro de 2021,"Fui almoçar lá: mesmo estando vazio, o serviço era péssimo e comida igualmente ruim. Tudo parecia ter o mesmo gosto. Guacamole dos piores possíveis. 
Restaurante sujo e com cheiro ruim: de bar sujo da noite anterior. 
Já fui outras vezes, na Barra e no JB,...Mais"
13 de fevereiro de 2021,"Restaurante bem humorado, diversidade de comidas e bebidas, muito bom, recomendo pra todos..   👏👏👏👏"
13 de fevereiro de 2021,"Restaurante maravilhoso, comida excelente bebida nem se fala. Ótimo lugar para se reunir com os amigos"
13 de fevereiro de 2021,"Otimo clima, comidas e drinks. Recomendo muito para comemorações ou jantares mais animados. 
Voltarei com certeza!"
13 de fevereiro de 2021,"Melhor Texmex do Brasil. Comida boa, atendimento incrível, bebida sensacional e eu voltaria muito mais vezes."
11 de fevereiro de 2021,Ótimo restaurante para comemorar aniversário. Ótimo atendimento e música boa cerveja tequila comida atendimento
11 de fevereiro de 2021,"Ótima localização, ambiente agradável, atendimento excelente, comida gostosa. Voltarei com certeza!!"
10 de fevereiro de 2021,Cardápio excelente e atendimento maravilhoso. Alberto e toda equipe estão de parabéns. Voltarei com certeza!
10 de fevereiro de 2021,"Bar de excelência, com um ótimo atendimento. Noite perfeita com a família, além de ótimos drinks e tira gosto."
10 de fevereiro de 2021,"Estou muito feliz com o ambiente é um excelente atendimento! É uma comida é maravilhosa, voltaria fácil"
10 de fevereiro de 2021,"Lugar ótimo, ambiente agradável, muito animado, bem decorado, ótima localização, comida maravilhosa e atendimento excelente"
10 de fevereiro de 2021,"O cara eh mt gnt boa e atende super bem! amei o local, o cr eh pica gnt, fora a ilumivao do local que eh de arrasar"
10 de fevereiro de 2021,"Ele é sensacional, muito atencioso e prestativo melhor atendente ever, foi perfeito e muito legal quero ele em todos los restaurentes! 🧡🧡🧡"
10 de fevereiro de 2021,"Um lugar com a comida muito gostosa, drinks excelentes, o ambiente é muito bom, com um atendimento muito bom!"
9 de fevereiro de 2021,"Restaurente de boa aparencia, muito bonito. Vale a pena vizida pelo menos uma vez. Um dos pouco que respeita o protocolo da covid 19,com álcool 70 por todas as partes do restaure e distribuição de máscara para cliente."
9 de fevereiro de 2021,"Decoração super legal estilo mexicano, atendimento bom, comida boa e drinks ótimos! Adorei a experiência!"
9 de fevereiro de 2021,"Atendimento excelente!! Comida ótima e chega rapidinho, cerveja geladinha, garçons simpáticos e atenciosos!"
9 de fevereiro de 2021,"Ótimo atendimento do Alisom, amei o estabelecimento e a comida!!
Amei a comida e o ambiente! 
Volto com certeza!!!!"
9 de fevereiro de 2021,"Reggaeton tocando, taco rolando, mojito cantando, bom demais!!!!
Atendimento excelente! Fui muito feliz na minha visita!"
9 de fevereiro de 2021,"Ótimo atendimento, garçons muito simpáticos, atenciosos. Comida uma delícia, cerveja estava geladinha :)"
6 de fevereiro de 2021,"Amei o local, divertido, alegre, colorido, comidas diferenciadas e funcionários bem atenciosos! Recomendo!"
6 de fevereiro de 2021,"O ambiente é simplesmente incrível! Decoração temática muito bem pensada, várias opções de drinks e claro, comida típica deliciosa!"
4 de fevereiro de 2021,"Um excelente lugar com culinária mexicana. Recomendado todos os pratos. Procure pela Márcia, uma excelente atendente"
3 de fevereiro de 2021,Comida maravilhosa e ambiente super seguro e adepto às novas regras de convivio ao covid 19. O atendimento é impecavel tambem!!
3 de fevereiro de 2021,"Pra quem curte os barzinhos e restaurantes da Olegario, o Guacamole sem duvidas e o melhor que tem. Os mariachis são muito divertidos e o ambiente é muito descontraído. Vale muito a pena!!"
3 de fevereiro de 2021,Comida maravilhosa!!! Atendimento impecável também e ambiente super seguro e adepto às novas regras!!
3 de fevereiro de 2021,"Restaurante maravilhoso, eu amo comida mexicana. Atendimento perfeito, atendentes muito animados, amo estar aqui!! Venham!"
3 de fevereiro de 2021,"EU AMEEEI! O ambiente é maravilhoso, as comidas combinam com a temática e fazem jus. Tudo uma delícia, por um preço acessível."
3 de fevereiro de 2021,"Muito bem recepcionados, distanciamento social bem respeitado e nada a reclamar. Os pratos renderam bastante, até os que eu pensava que fossem pequenos!!"
3 de fevereiro de 2021,Queadillas Camarones maravilhosa!!! Drink El chapo delicioso e frozen de manga delicioso! Amei a decoração e ambiente.
3 de fevereiro de 2021,"Aqui vai uma dica para quem ainda não é familiar com comida mexicana, vá sem medo. O cardápio é delicioso e amigável, as comidas e pratos são excelentes. Não tem erro. E para concluir, você vai degustar os melhores e mais charmosos drinks."
2 de fevereiro de 2021,"Sensacional, Thiago melhor garçom. Tequila maravilhosa. O chapéu é pesado mas vai ter que tirar foto com ele pq sempre tem um amigo bêbado que quer."
2 de fevereiro de 2021,"Gostei, o rodízio é muito bom e as sobremesas apesar de pequenas são gostosas. Ambiente agradável tanto para encontros como para sair com amigos."
2 de fevereiro de 2021,"Super indico! Lugar confortável e repleto de pratos maravilhosos, podendo se reunir com família, amigos e até com seu par romântico!"
1 de fevereiro de 2021,Muito boa a comida e o serviço é maravilhoso venham conhecer que vale super a pena. Aqui na barra da Tijuca no Rio
1 de fevereiro de 2021,"Restaurante super legal e temático com ótimas opções de comidas e drinks. Bom para familias, amigos e até dates. Recomendo!"
1 de fevereiro de 2021,"É restaurante e bar com ótimos drinks e comidas típicas mexicanas. Ótimo pra todos os públicos, de famílias a amigos ou casais. Vale dar uma chance!!"
1 de fevereiro de 2021,Restaurante e bar temático com comidas mexicanas muito boas e otimos drinks. É super legal para uma noite com amigos. Venham sextar no Guaca! #publi #ad
1 de fevereiro de 2021,A atmosfera do bar é sensacional! É um ótimo lugar para tomar uns drinks e ver um futebol. Recomendo demais.
1 de fevereiro de 2021,"Adoro o serviço, hoje fui atendida pelo Thiago, excelente profissional. Comida vegetariana saborosa."
31 de janeiro de 2021,O melhor atendimento nunca visto!! O restaurante que me tirou da depressão e mudou minha vida para sempre !!! Estou toda semana ! Todos os atendentes são os melhores que pode ter um restaurante
28 de janeiro de 2021,"Boa variedade de drinks e comidas no cardápio. Ambos muito bem preparados e saborosos. No happy hour, os drinks valem ainda mais a pena. Recomento a visita"
27 de janeiro de 2021,"ótimas comidas com um excelente atendimento.
Tomam todos os cuidados durante a pandemia
A michelada é uma ótima recomendação"
27 de janeiro de 2021,"Restaurante muito legal. Preço bom. Comidas e drinks bem gostosos. Garçons atenciosos. Na decoração, tem uns chapéus mexicanos que você pode tirar foto. É bem legal!"
